s1_pct,s2_pct,dht_temp,dht_humidity,bmp_pressure,rain_detected,vibration,magnitude,pitch,roll,risk
63.942679845788376,70.2798377733867,23.12495033408352,88.14120463738055,990.7524615567183,1,0.6824499892410578,2.1253322290671868,-11.28486673348631,-6.752688604713519,HIGH
50.53552881033624,55.78862086472559,29.098382128913325,79.52236662714475,956.5330466530522,1,0.6462301139657303,1.7390797263073126,6.2113768111144125,-8.168176406954636,HIGH
42.26143981535026,41.2908161262465,30.688917806091332,59.59946244339319,968.4945475478003,0,0.4090845492357494,1.4280196211603369,7.3710785585851255,5.51356288065163,LOW
53.62280914547007,61.314721725712374,27.72856883782518,92.32320989138478,986.3889814273184,0,0.2845413425745259,0.9497292168648086,-10.900214792264107,-6.5304413843628755,LOW
28.938796360210716,34.04610668655027,21.41402001173621,67.50881213995414,987.6763333198301,0,0.31532630923698435,1.2813569097012696,4.0842041850646424,4.843687523005233,LOW
68.35476655366672,78.58854125303239,27.47795827841591,66.01649163181418,974.6695158888336,0,0.4617278086105365,1.7325374604057076,1.3667938505915096,4.430742023756991,MEDIUM
84.28519201898096,85.2236566661577,20.44940341465653,69.19538716265869,960.0805656981777,0,0.262609453689461,1.7401066082002838,5.229942497255422,-6.896962942700625,MEDIUM
49.92312594922773,58.51923732369104,22.00020226618888,61.28336437864778,995.8741736568705,1,0.45360622574138665,1.7980762718112022,9.547749206459446,-2.4143878766304656,MEDIUM
21.932075915728333,31.480022095274713,21.272731770433115,57.120236894113056,948.2236847762995,1,0.5515061634198528,1.8730159587967767,2.3138167375673717,-2.7655845198119984,MEDIUM
59.58884283611281,53.62301334140703,27.745162547014026,97.40938876209144,991.0212557692389,0,0.35628672408101364,1.1986713832872449,-5.596195441138973,3.3830831659153944,LOW
11.155217359587644,3.086606055372867,33.353422985295126,94.41338231701873,959.7541788063318,1,0.6067671604375898,1.6337021050091107,-9.44614025285508,3.0072046455940207,LOW
84.16693481724671,78.84504497364956,25.23479393627607,62.2697066088919,1011.5124810740127,1,0.7046475979580932,2.307507465707287,-0.2734630073052511,-9.315174592298519,HIGH
36.298076718093355,50.74225515696102,23.352332344732822,65.83922166012549,982.5517707766683,0,0.2406862059744761,1.447294341901719,-10.338899556758793,6.2544519661735585,LOW
76.58344293069878,82.86952380580622,27.697250308929213,66.92754830230265,1005.4324780813943,1,0.8390554352059738,2.5317334037302275,6.126364719259332,4.5568231703909134,HIGH
71.29489728191218,61.679822131691374,25.227887035410113,95.48263380893255,973.8614606043348,0,0.5175193818081935,1.4280757262672665,2.1194092429735996,-6.477246417682152,MEDIUM
22.021738445155947,32.21432436591153,23.20518497335616,95.74390058527575,1004.472655019031,0,0.3447233638147431,0.9199305927041146,-0.3500520203882225,0.9416143534741117,LOW
72.33525658809708,80.08353295019936,23.401961393540144,76.28378243250671,970.5294971114453,0,0.20197010892803974,1.6156155064951383,-1.8341130475219014,-0.7914079671198007,MEDIUM
72.90758494598506,62.239377038594085,21.377850196127426,73.1179576946021,965.4476954046222,0,0,1.4023627273205352,-1.2332748520048344,-1.8748406439742986,MEDIUM
27.85451446669405,27.876560470544504,26.203830430748397,93.76070971428237,981.2743984337386,0,0.6575181420838943,0.9733382404118578,-11.645811444104387,-9.761693371587938,LOW
75.35655040196755,76.0549526239744,26.739017851594554,93.9092677313597,1007.6832149132912,0,0.5515607416890143,0.8882040602797806,-5.635126603868353,6.817694446765664,MEDIUM
45.500836733914326,27.713896947500917,33.93591765289799,80.00957455325282,993.8806206472244,0,0.5040192316065626,1.3148489944564439,-10.596400991824815,5.657692290937042,LOW
